City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
351,Nekrasovskaya,RU,78.28,few clouds,45.1447,39.7487,Svyatoy Istochnik Velikomuchennitsy Paraskevy Pyatnitsy
352,Redlands,US,96.39,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
353,Zunyi,CN,74.16,overcast clouds,27.6867,106.9072,Bishiluo Hostel
354,Souillac,MU,70.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
355,Broome,US,78.19,overcast clouds,42.2506,-75.833,Chenango Valley State Park
356,Westport,US,86.72,broken clouds,41.1415,-73.3579,The Westport Inn
357,Odessa,UA,75.76,light rain,46.4775,30.7326,Londonskaya Hotel
359,Itarema,BR,83.23,few clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
360,Gopalpur,IN,78.94,overcast clouds,19.2667,84.9167,Gopalpur Palm Resort
361,Llanes,ES,78.55,broken clouds,43.4198,-4.7549,Hotel La Paz
362,Murray Bridge,AU,52.12,overcast clouds,-35.1167,139.2667,Balcony On Sixth Lodge
363,Ponta Pora,BR,53.51,broken clouds,-22.5361,-55.7256,Hotel Pousada do Bosque
364,Hamilton,US,82.9,broken clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
365,Balapulang,ID,74.39,scattered clouds,-7.05,109.0833,Pendekar Pemegang Petir
366,Dongsheng,CN,66.69,clear sky,39.8161,109.9776,Crowne Plaza Ordos
367,Fort Nelson,CA,77.38,scattered clouds,58.8053,-122.7002,The Fort Nelson Hotel
368,Kuchl,AT,74.79,broken clouds,47.6265,13.1448,Pension St Nikolaus
369,Makakilo City,US,80.35,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
370,Kavaratti,IN,81.97,broken clouds,10.5669,72.642,Green leaf
371,Rancho Palos Verdes,US,92.43,clear sky,33.7445,-118.387,Terranea Resort
372,Cabedelo,BR,83.07,clear sky,-6.9811,-34.8339,Pousada Camboinha
373,Nueva Loja,EC,80.62,broken clouds,0.0847,-76.8828,Limoncocha Great Hotel
374,Yar-Sale,RU,50.22,broken clouds,66.8333,70.8333,Yalemd
375,Praia Da Vitoria,PT,75.45,broken clouds,38.7333,-27.0667,Hotel Branco I
376,Porto Velho,BR,82.45,scattered clouds,-8.7619,-63.9039,Ecos Hotel Conforto
377,Kangaatsiaq,GL,40.57,overcast clouds,68.3065,-53.4641,Nukissiorfiit
378,Byron Bay,AU,50.94,overcast clouds,-28.65,153.6167,Backpackers Inn
379,Cidreira,BR,61.83,overcast clouds,-30.1811,-50.2056,Hotel Castelo
380,Taicheng,CN,62.44,overcast clouds,38.731,113.228,五台山康旅酒店
381,Churapcha,RU,55.26,light rain,62.0025,132.4325,"""Tusku"""
382,Dhuburi,IN,80.28,few clouds,26.0333,89.9667,"Hotel Samrat, Dhubri"
383,Bonthe,SL,77.4,moderate rain,7.5264,-12.505,Bonthe Holiday Village
384,Hay River,CA,74.3,broken clouds,60.8156,-115.7999,Ptarmigan Inn
385,Gap,FR,59.83,overcast clouds,44.6667,6.0,La Griotte
386,Talnakh,RU,49.21,overcast clouds,69.4865,88.3972,Talnakh Hotel
387,Milkovo,RU,52.68,overcast clouds,54.7167,158.6167,"Hotel ""Geologist"""
388,Usinsk,RU,52.84,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
389,Riberalta,BO,79.0,scattered clouds,-10.9833,-66.1,Hotel Colonial
390,Dickinson,US,97.16,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
391,San Cristobal,VE,80.78,overcast clouds,7.7669,-72.225,Pirineos
392,Bogorodsk,RU,65.55,overcast clouds,56.1033,43.5158,PARK HOTEL BOGORODSK
393,Farafangana,MG,68.68,overcast clouds,-22.8167,47.8333,Miarina
394,Terrasini,IT,81.97,few clouds,38.146,13.0844,Florio Park Hotel
395,Boundiali,CI,76.5,light rain,9.5217,-6.4869,Hotel Paysan Boundiali
397,Harper,LR,76.17,overcast clouds,4.375,-7.7169,Screensaver
398,Padang,ID,77.88,scattered clouds,-0.9492,100.3543,Mercure Padang
399,Palmer,US,85.14,broken clouds,42.1584,-72.3287,Wedgewood Motel
400,Quatre Cocos,MU,70.09,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
401,Dharchula,IN,74.01,overcast clouds,29.85,80.5333,Mahara Hotel
402,Prince Rupert,CA,66.07,clear sky,54.3161,-130.3201,Crest Hotel
403,Great Yarmouth,GB,75.42,few clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
404,Grand Island,US,89.55,clear sky,40.925,-98.342,Fairfield Inn & Suites by Marriott Grand Island
405,Pimenteiras,BR,99.59,clear sky,-6.2453,-41.4192,Hotel rotativo pimentas
406,Kigoma,TZ,75.69,broken clouds,-4.8769,29.6267,MJI Mwema Lodge
407,Le Port,RE,68.25,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
408,Zhigansk,RU,56.93,broken clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
409,Horizontina,BR,59.05,broken clouds,-27.6258,-54.3078,Hotel Avenida
410,Bilibino,RU,57.81,scattered clouds,68.0546,166.4372,Gostinitsa Severyanka
411,Puerto Baquerizo Moreno,EC,74.39,broken clouds,-0.9,-89.6,Hotel los Algarrobos
412,Dali,CN,64.65,few clouds,25.7,100.1833,Dali Travelling With Hostel
416,Codrington,AU,48.42,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
417,Anadyr,RU,59.5,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
418,Wiarton,CA,81.39,clear sky,44.7407,-81.1332,Waterview On The Bay
419,Chilca,PE,63.91,scattered clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
420,Vanimo,PG,76.1,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
421,Brae,GB,57.51,overcast clouds,60.3964,-1.353,Busta House Hotel
422,Zhireken,RU,49.19,broken clouds,52.8249,117.3076,Gostinitsa
423,Sampit,ID,75.78,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
424,Sola,VU,79.43,light rain,-13.8833,167.55,Leumerus Bungalows
425,Vitim,RU,53.49,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
426,Jawhar,SO,74.46,overcast clouds,2.7809,45.5005,Hotel Shabelle
427,Porbandar,IN,80.13,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
428,Andra,RU,62.28,overcast clouds,62.5147,65.8878,"Gostinitsa ""Ob'"""
429,Cartagena,CO,85.62,broken clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
430,La Ronge,CA,60.55,clear sky,55.1001,-105.2842,Northland Motor Hotel
431,Yarmouth,US,75.09,overcast clouds,41.7057,-70.2286,Blue Rock Resort
432,Angouleme,FR,92.03,clear sky,45.65,0.15,Mercure Angoulême - Hôtel de France
433,Sao Francisco De Assis,BR,59.2,clear sky,-29.5503,-55.1311,Hotel Aguiar
435,Tulun,RU,56.64,light rain,54.5611,100.5792,Квартира
436,Meulaboh,ID,76.98,few clouds,4.1363,96.1285,Kost Pria
437,Cardston,CA,86.22,overcast clouds,49.2,-113.3019,Flamingo Motel
438,Kuytun,RU,55.49,light rain,54.3419,101.5036,Gostinitsa Tsentral'naya
439,Grimshaw,CA,71.35,clear sky,56.1834,-117.6027,Coast Grimshaw Hotel & Suites
443,Andenes,NO,57.18,broken clouds,69.3143,16.1194,Hotell Marena
444,Port-Cartier,CA,66.74,clear sky,50.0334,-66.8654,Le Q'Artier
445,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
446,Khani,GE,67.57,few clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
447,Faya,SA,69.91,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
449,Norrtalje,SE,72.43,overcast clouds,59.758,18.705,Norrtälje Vandrarhem Hvilan
450,Rabo De Peixe,PT,74.71,few clouds,37.8,-25.5833,Quinta das Giestas
451,Sinolon,PH,72.54,few clouds,6.2439,124.8144,Teodoro’s Farm
452,Hervey Bay,AU,62.65,clear sky,-25.2986,152.8535,Shelly Bay Resort
453,Verrettes,HT,92.71,few clouds,19.05,-72.4667,"La Verrettienne,Hôtel/Restaurant/Club"
454,Salym,RU,57.6,few clouds,60.0625,71.4789,Gostinitsa Salym
455,Khanpur,PK,97.93,scattered clouds,28.6453,70.6567,Ahmad Bartan store
456,Qena,EG,96.67,clear sky,26.1615,32.7183,"Grand hotel ""Quena"""
457,Porto-Vecchio,FR,82.06,clear sky,41.591,9.2795,Hôtel Le Goéland - Casa Santini
458,Vao,NC,68.22,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
459,Mayumba,GA,70.0,scattered clouds,-3.432,10.6554,LIKWALE LODGE
460,Aginskoye,RU,58.21,overcast clouds,51.1,114.53,Кочевник
461,Codajas,BR,99.34,few clouds,-3.8367,-62.0569,ATLÂNTIC HOTEL
463,Imeni Poliny Osipenko,RU,55.4,light rain,52.4201,136.4853,Yubileynaya
464,Auki,SB,75.9,overcast clouds,-8.7676,160.7034,Auki Motel
465,Kathu,TH,82.22,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
466,Tema,GH,77.41,few clouds,5.667,-0.0166,Beulah Royale Hotel Tema
467,Gangapur,IN,86.59,broken clouds,26.4833,76.7167,OYO 45271 Hotel Haveli
469,Te Anau,NZ,33.13,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
470,Rocha,UY,56.95,clear sky,-34.4833,-54.3333,Hotel Arrarte
471,Marawi,PH,68.81,overcast clouds,7.9986,124.2928,Derogongan Residence
472,Mildura,AU,52.07,light rain,-34.2,142.15,Mercure Hotel Mildura
473,Leh,IN,71.49,scattered clouds,34.1667,77.5833,Hotel Ladakh Greens
474,Puerto Escondido,MX,86.83,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
475,Kirkwall,GB,62.65,scattered clouds,58.9848,-2.9587,Kirkwall Hotel
476,Rockhampton,AU,55.29,scattered clouds,-23.3833,150.5,Mercure Rockhampton
477,Yuzhnyy,RU,64.78,clear sky,53.2542,83.6936,Golden Horseshoe
478,Florianopolis,BR,58.41,moderate rain,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
479,Yambio,SS,69.49,light rain,4.5721,28.3955,Naivasha Hotel
480,Paralimni,CY,84.69,clear sky,35.0375,33.9833,Amore Hotel Apartments
481,Elizabeth City,US,97.05,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
482,Barillas,GT,68.54,overcast clouds,15.8036,-91.3158,Hotel y Restaurant Bella Estancia
483,Shizunai,JP,70.86,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
484,Juneau,US,57.22,overcast clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
485,Nouakchott,MR,85.93,broken clouds,18.0858,-15.9785,HOTEL IMAN
487,Wamba,NG,74.73,moderate rain,8.9333,8.6,Roma Zee Guest House Annex
488,Maun,BW,73.36,clear sky,-19.9833,23.4167,Enviro Villa
489,Zwedru,LR,74.8,light rain,6.0667,-8.1281,Elijah Worjloh
490,Hazleton,US,81.03,scattered clouds,40.9584,-75.9746,Residence Inn by Marriott Hazleton
491,Fereydun Kenar,IR,80.26,few clouds,36.6864,52.5225,Khezer Shahr Tourist Hotel
493,Ranau,MY,70.9,overcast clouds,5.9538,116.6641,The Second Room
494,Jalu,LY,90.21,clear sky,29.0331,21.5482,صاحبة الفخامة
495,Inyonga,TZ,71.96,clear sky,-6.7167,32.0667,Eden Rock Lodge
496,Ewo,CG,84.83,broken clouds,-0.8725,14.8206,Residence Elonda Ewo
497,Santa Cruz,BO,72.86,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
499,Chokwe,MZ,72.39,clear sky,-24.5333,32.9833,Complexo Sonho Real
500,Roma,US,75.96,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
501,Marrakesh,MA,93.27,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
503,Torres,BR,56.82,overcast clouds,-29.3353,-49.7269,Farol Hotel
504,Mount Isa,AU,46.17,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
505,Torrington,US,85.98,scattered clouds,41.8007,-73.1212,The Yankee Pedlar Inn
506,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
507,San Pedro,PH,80.35,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
508,Nador,MA,86.07,scattered clouds,35.174,-2.9287,Hôtel La Giralda
509,Lappeenranta,FI,64.45,clear sky,61.0587,28.1887,Original Sokos Hotel Lappee
510,Crotone,IT,82.35,clear sky,39.0851,17.1178,Helios Hotel
511,Touros,BR,80.02,clear sky,-5.1989,-35.4608,INN NEW HORIZON
512,Ust-Barguzin,RU,51.49,overcast clouds,53.45,108.9833,Barguzinskiy Priboy Inn
513,Mareeba,AU,63.32,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
514,Yatou,CN,71.24,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
515,Unguia,CO,87.82,broken clouds,8.0434,-77.0945,Residencias El Golfo
516,Dingle,PH,75.52,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
518,Mitchell,US,85.98,clear sky,43.7094,-98.0298,Kelly Inn & Suites
519,Presidencia Roque Saenz Pena,AR,68.56,clear sky,-26.7852,-60.4388,Hotel Gualok
520,Sorland,NO,55.26,light rain,67.667,12.6934,Sjybrygga fiskecamp
521,Dibulla,CO,86.22,overcast clouds,11.2725,-73.3091,Hospedaje Dibulla Beach
522,Juybar,IR,78.96,clear sky,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
523,Lata,PT,72.14,clear sky,40.1629,-8.3327,Casa Maquia
524,Vigrestad,NO,68.95,clear sky,58.5667,5.7,Brusand Camping
525,Maningrida,AU,69.06,few clouds,-12.0667,134.2667,Dhukurrdji Lodge
527,Bantry,IE,70.79,clear sky,51.6833,-9.45,The Maritime Hotel
528,Peoria,US,83.53,clear sky,40.7667,-89.7668,Wildlife Prairie Park
529,Tonstad,NO,63.18,clear sky,58.6626,6.7169,"Tonstadli Ferie, Kurs og Misjonssenter"
530,Maragogi,BR,77.63,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
531,Walsrode,DE,81.01,scattered clouds,52.8667,9.6,ANDERS Hotel Walsrode
533,Bowen,AU,64.31,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
534,Dovolnoye,RU,63.03,overcast clouds,54.4958,79.6671,Gostinitsa
535,Erenhot,CN,73.53,broken clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
536,Najran,SA,92.05,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
537,Vila,PT,68.88,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
538,Bushehr,IR,96.89,few clouds,28.9684,50.8385,Yas Hotel
539,Bon Air,US,96.03,scattered clouds,37.5249,-77.5578,DoubleTree by Hilton Hotel Richmond - Midlothian
540,Sao Filipe,CV,78.93,broken clouds,14.8961,-24.4956,Hotel Xaguate
541,Jand,PK,96.89,clear sky,33.4299,72.0193,Mohalla Takia
542,Kununurra,AU,62.58,few clouds,-15.7667,128.7333,Hotel Kununurra
545,Ahipara,NZ,48.85,light rain,-35.1667,173.1667,Ahipara Holiday Park
547,Aklavik,CA,54.5,scattered clouds,68.2191,-135.0107,Aklavik Inn
548,Road Town,VG,89.69,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
549,Tigil,RU,53.64,light rain,57.8,158.6667,Tigil'
550,Hobyo,SO,77.02,broken clouds,5.3505,48.5268,Halane Hotel and Restaurent
551,Okha,RU,55.62,scattered clouds,53.5739,142.9478,Sakhalin-Sfera
552,Tahe,CN,52.25,overcast clouds,52.3333,124.7333,塔河宾馆
553,Nara,JP,83.5,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
554,Floresta,BR,86.49,clear sky,-8.6011,-38.5686,Hotel Floresta
555,Pringsewu,ID,72.81,overcast clouds,-5.3582,104.9744,Urban Style by Front One
556,Boueni,YT,75.18,clear sky,-12.9025,45.0761,The feet in water
557,Camocim,BR,86.67,clear sky,-2.9022,-40.8411,Ilha Praia Hotel
558,Diebougou,BF,77.07,broken clouds,10.9667,-3.25,Hotel Le Consulat
559,Los Llanos De Aridane,ES,71.13,broken clouds,28.6585,-17.9182,Valle Aridane
560,Biak,ID,75.38,overcast clouds,-0.9131,122.8766,Penginapan Kim
563,Almonte,ES,84.27,clear sky,37.2647,-6.5167,Casa Halcon
565,Nileshwar,IN,78.24,scattered clouds,12.25,75.1,Neeleshwar Hermitage
566,Ngunguru,NZ,53.67,broken clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
567,North Platte,US,97.12,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
568,Chimoio,MZ,64.26,clear sky,-19.1164,33.4833,Predio Livraria Ahmed
569,Kaeo,NZ,49.32,overcast clouds,-35.1,173.7833,Bushido Lodge
570,Kibaya,TZ,57.87,scattered clouds,-5.3,36.5667,Lusaka Hotel
571,Kanniyakumari,IN,78.3,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
573,Zheshart,RU,51.96,overcast clouds,62.0731,49.5733,"Gostinitsa, Zao Zhfk"
574,Kaoma,ZM,61.83,clear sky,-14.7833,24.8,KAOMA AIRPORT
575,Tromso,NO,55.42,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
576,Flin Flon,CA,68.68,clear sky,54.7682,-101.865,Victoria Inn Flin Flon
577,Alta Floresta,BR,89.42,clear sky,-9.8756,-56.0861,Floresta Amazonica Hotel
578,Ginda,IN,68.13,heavy intensity rain,30.6945,78.4932,Bhandari hi tech plant nursary.
579,Morant Bay,JM,90.72,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
580,Kupang,ID,73.98,broken clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
582,Tshikapa,CD,81.23,clear sky,-6.4167,20.8,Tatem beach
583,Kralendijk,BQ,87.78,overcast clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
584,Zelenoborskiy,RU,60.15,overcast clouds,66.845,32.3622,Turisticheskaya baza
585,Anzhero-Sudzhensk,RU,58.82,clear sky,56.081,86.0285,"Hotel ""Anzherskaya"""
586,Athabasca,CA,74.39,clear sky,54.7169,-113.2854,Athabasca Lodge Motel
588,Ucluelet,CA,60.1,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
589,Attock,PK,91.74,clear sky,33.7695,72.3611,COMSATS hostel Ahmed Plaza Attock
590,Teguise,ES,73.62,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
591,Trincomalee,LK,80.17,overcast clouds,8.5711,81.2335,Welcombe Hotel
592,Nur,PL,63.9,overcast clouds,52.6683,22.3221,W Łęgu Natury Noclegi Pensjonat
593,Gilgit,PK,86.76,clear sky,35.9221,74.3087,Tourist Hamlet Gilgit
594,Pachmarhi,IN,67.35,overcast clouds,22.4667,78.4333,TBT Budget Stays
595,Condega,NI,85.37,broken clouds,13.365,-86.3985,Estancia Doña Rosario
596,Macia,MZ,64.51,clear sky,-25.0269,33.0989,Hotel Taskin Macia
597,Shwebo,MM,79.75,overcast clouds,22.5667,95.7,MOON SHINE Guest House
598,San Jeronimo,PE,57.85,scattered clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
599,Iracoubo,GF,83.59,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
600,Pampierstad,ZA,60.22,clear sky,-27.7832,24.6877,BAROLONG METHODIST CHURCH
603,Kurchum,KZ,69.33,scattered clouds,48.5722,83.6542,"""Kneda"" Hotel"
605,Winnemucca,US,78.85,few clouds,40.973,-117.7357,Winners Inn Casino
606,Muros,ES,67.08,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
607,Miasskoye,RU,67.08,overcast clouds,55.2784,61.8905,UralTransService
608,Vicuna,CL,80.76,overcast clouds,-30.0319,-70.7081,Los Mosaicos
609,Kirakira,SB,77.99,scattered clouds,-10.4544,161.9205,SanBiz Lodge
610,Porto Santo,PT,73.78,few clouds,33.072,-16.3415,Hotel Porto Santo & Spa
611,Obanazawa,JP,74.77,light rain,38.6033,140.4019,ビジネスホテル すがはら
612,Gejiu,CN,58.89,overcast clouds,23.306,103.1635,Yixuanzhuang Banshan Guesthouse
613,Port Lincoln,AU,51.08,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
614,Iskateley,RU,56.08,broken clouds,67.6803,53.1512,Hostel Agat
616,Matagami,CA,77.47,broken clouds,49.7502,-77.6328,Motel Le Caribou
617,Bisho,ZA,48.83,overcast clouds,-32.8472,27.4422,Bisho Park bnb
618,Indianola,US,89.56,clear sky,41.3581,-93.5574,Quality Inn Indianola
619,Kapuskasing,CA,69.35,broken clouds,49.4169,-82.4331,Park Inn Motel
620,Piastow,PL,73.96,clear sky,52.1843,20.8395,MCC Mazurkas Conference Centre & Hotel
622,Sur,OM,86.83,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
623,Amga,RU,54.23,light rain,60.8953,131.9608,Algys
624,Mount Gambier,AU,45.39,light rain,-37.8333,140.7667,The Commodore
627,Gotsu,JP,78.4,overcast clouds,35.0,132.2167,Yurusato
628,Atambua,ID,69.96,broken clouds,-9.1061,124.8925,Kost Alfa Flat
629,Trairi,BR,83.55,few clouds,-3.2778,-39.2689,janelas do mar
630,Dimona,IL,74.7,clear sky,31.0667,35.0333,Desert Sounds Hotel
631,Klyuchi,RU,64.04,light rain,52.2667,79.1667,Vesolaya Mayovka
632,Amazar,RU,52.27,overcast clouds,53.858,120.875,Гостиничный Комплекс Уют
633,Maxixe,MZ,69.62,few clouds,-23.8597,35.3472,Oceano
634,Dicabisagan,PH,78.35,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
635,Hurghada,EG,95.04,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
636,Kimbe,PG,74.77,light rain,-5.5502,150.1429,Kimbe Bay Hotel
637,Robat Karim,IR,90.37,clear sky,35.4846,51.0829,خانه معلم رباط کریم - مرکز رفاهی خجسته کیا
638,Chapais,CA,78.51,clear sky,49.7834,-74.8492,Hôtel Opémiska
639,Tamandare,BR,78.39,clear sky,-8.7597,-35.1047,Pousada 100 Passos
640,Barcelos,PT,80.92,few clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
641,Ratlam,IN,75.42,overcast clouds,23.3167,75.0667,Hotel Sagar Castle
642,Contamana,PE,77.81,scattered clouds,-7.3333,-75.0167,Shiringal Touristic Park
643,Riachao Das Neves,BR,94.33,clear sky,-11.7461,-44.91,Casa Costa
645,Bereda,ES,77.41,scattered clouds,43.2686,-7.5406,Pazo de Verdes
646,Guangyuan,CN,78.03,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
648,Nagato,JP,79.68,light rain,34.3833,131.2,いそう庵
650,Hohhot,CN,66.49,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
651,Levelland,US,83.19,overcast clouds,33.5873,-102.378,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
652,Maldonado,UY,60.19,few clouds,-34.6667,-54.9167,La Cimarrona
653,Beidao,CN,74.5,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
654,Piquete,BR,64.85,overcast clouds,-22.6136,-45.1761,Julimar Eventos - Antiga Fazenda Santa Lidia
658,Margate,GB,73.11,clear sky,51.3813,1.3862,Premier Inn Margate hotel
659,Muskegon,US,82.31,few clouds,43.3,-86.1334,Timberline Estates
660,Grand-Santi,GF,85.21,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
661,Oliveira Dos Brejinhos,BR,91.27,clear sky,-12.3169,-42.8961,Hotel Paraiso
662,America Dourada,BR,87.55,clear sky,-11.4553,-41.4361,Pousada do Ninho
663,Caravelas,BR,76.87,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
664,Kenai,US,60.03,few clouds,60.5544,-151.2583,Aspen Extended Stay Suites
666,Trat,TH,74.44,light rain,12.5,102.5,สวนหนิง-อัศ
